platform_number,date,date_update,latitude,longitude,ocean,profiler,institution,cyc,pressure_dbar,temperature_c,salinity_psu,depth_m,oxygen_umolkg,potential_density_kgm3,chlorophyll_mgm3,ph,nitrate_umolkg,qc_flag
5906791,2005-05-29,2019-05-13,24.374,89.492,I,NKE Arvor,AOML (USA),328,486.93,21.995,35.827,486.9,228.69,1023.263,0.062,8.019,8.59,BAD
5906791,2005-07-10,2021-10-22,13.755,48.052,I,NKE Arvor,JAMSTEC (Japan),589,915.53,16.164,34.741,915.5,195.88,1023.56,0.011,7.988,14.83,GOOD
5906791,2005-08-06,2018-11-09,-22.217,50.754,I,NKE Arvor,INCOIS (India),660,1519.04,7.275,34.614,1519.0,196.2,1025.236,0.0,7.982,22.49,GOOD
5906791,2005-08-22,2020-07-08,-36.342,110.487,I,NKE Arvor,CSIRO (Australia),208,411.98,23.704,35.144,412.0,172.55,1022.374,0.16,8.015,6.05,INTERPOLATED
5906791,2005-09-06,2020-01-19,-11.563,33.738,I,SOLO-II,AOML (USA),315,1418.59,10.329,34.699,1418.6,181.68,1024.693,0.001,8.096,17.99,BAD
5906791,2006-06-01,2020-11-24,-0.248,98.961,I,NKE Arvor,IFREMER (France),685,42.3,28.973,34.805,42.3,161.46,1021.049,1.192,8.148,0.69,BAD
5906791,2006-08-14,2015-05-28,-25.325,42.337,I,SOLO-II,AOML (USA),788,837.87,14.889,34.406,837.9,181.27,1023.547,0.013,8.031,10.87,GOOD
5906791,2006-10-28,2017-10-29,-4.691,86.35,I,NKE Arvor,IFREMER (France),170,1551.73,8.59,35.043,1551.7,185.59,1025.316,0.0,8.121,26.35,GOOD
5906791,2007-01-15,2020-03-18,24.374,66.857,I,SOLO-II,INCOIS (India),162,677.47,19.071,34.212,677.5,255.25,1022.555,0.032,8.052,10.05,GOOD
5906791,2007-02-11,2015-10-09,3.25,60.152,I,Teledyne Webb Research APEX,JAMSTEC (Japan),478,1127.47,13.151,34.761,1127.5,202.62,1024.179,0.004,8.066,18.42,GOOD
5906791,2007-06-15,2018-07-15,10.451,36.058,I,Teledyne Webb Research APEX,INCOIS (India),305,409.96,23.586,34.794,410.0,171.62,1022.118,0.19,8.164,7.77,INTERPOLATED
5906791,2007-08-06,2015-05-31,-19.824,105.225,I,Teledyne Webb Research APEX,JAMSTEC (Japan),759,1483.99,9.947,34.626,1484.0,176.04,1024.711,0.001,8.056,21.75,GOOD
5906791,2008-11-12,2016-08-20,-2.144,68.788,I,NKE Arvor,IFREMER (France),41,104.56,24.726,34.097,104.6,151.47,1021.332,0.728,8.083,1.42,INTERPOLATED
5906791,2009-03-05,2021-06-14,-3.868,102.204,I,NKE Arvor,JAMSTEC (Japan),537,1705.09,6.969,34.094,1705.1,158.06,1024.881,0.0,8.07,33.2,GOOD
5906791,2009-07-06,2016-07-24,11.111,63.156,I,NKE Arvor,INCOIS (India),655,396.39,21.102,34.502,396.4,216.43,1022.381,0.14,7.988,5.93,GOOD
5906791,2009-07-12,2020-06-12,11.738,97.385,I,PROVOR,CSIRO (Australia),774,1748.8,5.097,35.016,1748.8,160.24,1025.993,0.0,8.124,26.81,GOOD
5906791,2011-11-14,2019-11-16,-38.32,42.805,I,PROVOR,JAMSTEC (Japan),42,705.06,18.286,34.916,705.1,155.3,1023.276,0.023,8.24,11.64,GOOD
5906791,2012-03-20,2016-09-02,8.933,82.564,I,SOLO-II,JAMSTEC (Japan),199,1445.37,8.772,34.793,1445.4,156.3,1025.08,0.001,8.059,19.15,INTERPOLATED
5906791,2012-09-15,2021-04-26,-11.015,71.978,I,SOLO-II,IFREMER (France),663,638.45,18.726,34.446,638.4,150.83,1022.812,0.028,8.132,6.93,GOOD
5906791,2013-10-22,2021-07-31,12.759,47.973,I,SOLO-II,INCOIS (India),308,1811.82,3.952,34.936,1811.8,225.09,1026.158,0.0,8.164,30.51,GOOD
5906791,2015-07-09,2020-08-01,-38.779,84.503,I,NKE Arvor,INCOIS (India),358,253.27,24.987,34.08,253.3,185.71,1021.267,0.145,8.079,4.37,PROBABLY_GOOD
5906791,2015-10-30,2021-10-21,-18.19,113.093,I,SOLO-II,INCOIS (India),347,357.04,20.48,33.841,357.0,168.71,1021.977,0.244,8.075,3.93,GOOD
5906791,2016-04-26,2021-09-03,18.047,47.661,I,SOLO-II,JAMSTEC (Japan),340,986.06,13.569,34.703,986.1,181.17,1024.049,0.004,8.037,16.53,GOOD
5906791,2016-09-30,2020-11-18,-1.171,31.832,I,PROVOR,CSIRO (Australia),23,163.88,26.214,34.582,163.9,188.69,1021.423,0.226,7.962,2.84,PROBABLY_GOOD
5906791,2017-01-21,2015-07-17,22.907,97.331,I,SOLO-II,CSIRO (Australia),351,391.96,18.539,35.205,392.0,150.11,1023.456,0.16,8.023,4.19,GOOD
5906791,2017-08-02,2020-07-24,-13.594,61.943,I,Teledyne Webb Research APEX,JAMSTEC (Japan),96,1887.53,4.267,34.863,1887.5,124.42,1026.037,0.0,8.107,21.64,GOOD
5906791,2017-08-28,2015-02-27,-27.6,97.259,I,SOLO-II,JAMSTEC (Japan),266,1952.98,3.99,35.46,1953.0,233.54,1026.57,0.0,8.12,35.5,PROBABLY_GOOD
5906791,2017-12-01,2015-10-06,-13.253,51.702,I,PROVOR,CSIRO (Australia),214,752.52,16.292,34.581,752.5,219.52,1023.406,0.015,7.989,14.4,GOOD
5906791,2018-04-27,2020-05-18,1.149,101.376,I,SOLO-II,CSIRO (Australia),602,1846.57,3.96,34.995,1846.6,195.11,1026.204,0.0,8.184,27.48,GOOD
5906791,2018-09-01,2017-05-11,13.852,43.901,I,Teledyne Webb Research APEX,AOML (USA),150,1089.65,15.404,34.699,1089.6,216.77,1023.678,0.001,7.93,13.81,GOOD
5906791,2018-10-25,2017-08-31,-20.147,93.923,I,PROVOR,INCOIS (India),118,539.48,21.218,35.353,539.5,256.57,1023.039,0.018,7.977,10.2,GOOD
5906791,2019-06-23,2016-07-11,2.506,48.98,I,NKE Arvor,AOML (USA),560,1404.8,9.475,34.718,1404.8,158.58,1024.879,0.001,8.071,18.6,PROBABLY_GOOD
5906791,2019-12-06,2019-08-08,-33.892,52.862,I,NKE Arvor,IFREMER (France),330,1317.8,10.967,35.142,1317.8,135.2,1024.92,0.001,7.974,19.16,GOOD
5906791,2020-07-24,2020-04-21,-15.211,78.817,I,PROVOR,IFREMER (France),672,1978.25,2.589,34.369,1978.2,206.46,1025.977,0.0,8.03,22.56,GOOD
5906855,2005-03-02,2018-08-30,-14.631,83.612,I,NKE Arvor,JAMSTEC (Japan),375,530.09,18.349,34.634,530.1,121.33,1023.037,0.078,8.097,7.9,GOOD
5906855,2005-05-03,2017-01-01,-28.977,48.373,I,Teledyne Webb Research APEX,AOML (USA),237,1344.12,9.079,34.766,1344.1,181.52,1024.997,0.002,7.978,26.51,GOOD
5906855,2005-05-19,2019-12-16,2.742,91.319,I,PROVOR,INCOIS (India),275,104.05,27.304,35.305,104.0,168.06,1021.783,0.529,7.96,2.04,BAD
5906855,2005-11-04,2016-10-04,16.648,95.39,I,SOLO-II,INCOIS (India),371,227.29,24.554,33.921,227.3,206.96,1021.226,0.193,8.107,3.87,GOOD
5906855,2006-09-05,2021-03-10,-22.276,112.372,I,PROVOR,JAMSTEC (Japan),272,7.84,23.806,34.667,7.8,160.71,1021.972,1.386,8.176,0.13,GOOD
5906855,2007-04-20,2017-07-23,-28.993,112.145,I,SOLO-II,AOML (USA),501,1998.92,2.25,34.653,1998.9,227.99,1026.272,0.0,8.053,30.76,PROBABLY_GOOD
5906855,2007-05-08,2015-05-28,11.025,95.133,I,PROVOR,INCOIS (India),58,1604.55,6.36,33.969,1604.6,150.12,1024.903,0.0,8.149,21.2,GOOD
5906855,2007-06-29,2017-12-05,-32.326,109.641,I,NKE Arvor,CSIRO (Australia),617,1573.45,6.555,34.614,1573.4,208.23,1025.38,0.0,7.926,25.56,GOOD
5906855,2007-07-01,2015-06-28,12.998,107.053,I,NKE Arvor,JAMSTEC (Japan),22,1019.45,15.143,34.184,1019.4,153.34,1023.319,0.006,7.997,16.72,GOOD
5906855,2007-09-25,2017-03-20,1.722,84.205,I,SOLO-II,JAMSTEC (Japan),500,600.13,17.882,33.868,600.1,201.94,1022.518,0.074,8.143,10.13,GOOD
5906855,2008-09-27,2020-06-13,-14.116,59.251,I,PROVOR,IFREMER (France),10,302.53,25.273,34.695,302.5,139.41,1021.701,0.082,8.105,4.45,GOOD
5906855,2008-12-14,2018-05-14,15.228,33.654,I,Teledyne Webb Research APEX,CSIRO (Australia),590,569.35,19.227,34.682,569.4,179.04,1022.9,0.078,8.051,6.4,GOOD
5906855,2009-05-16,2019-08-30,-10.009,71.943,I,PROVOR,AOML (USA),14,751.94,18.214,34.702,751.9,232.88,1023.119,0.009,7.97,14.0,PROBABLY_GOOD
5906855,2009-08-24,2018-02-22,19.257,39.585,I,NKE Arvor,IFREMER (France),380,1512.62,8.809,34.901,1512.6,184.6,1025.159,0.001,7.921,20.24,GOOD
5906855,2009-11-11,2015-02-11,-11.276,101.399,I,NKE Arvor,INCOIS (India),175,1079.32,15.331,34.448,1079.3,227.32,1023.492,0.003,8.122,13.57,GOOD
5906855,2010-03-27,2021-04-16,-1.263,87.842,I,NKE Arvor,CSIRO (Australia),250,154.97,20.845,35.516,155.0,178.95,1023.244,0.397,8.126,1.57,GOOD
5906855,2010-05-04,2021-09-16,20.2,111.107,I,SOLO-II,IFREMER (France),768,36.06,23.244,34.787,36.1,159.8,1022.181,0.598,8.064,0.7,PROBABLY_GOOD
5906855,2010-12-14,2017-06-26,3.665,95.639,I,Teledyne Webb Research APEX,INCOIS (India),738,204.66,23.43,35.315,204.7,186.88,1022.566,0.502,8.098,2.3,GOOD
5906855,2011-02-14,2020-12-06,-33.902,101.076,I,NKE Arvor,JAMSTEC (Japan),639,821.0,16.21,34.128,821.0,204.74,1023.06,0.014,8.05,11.59,INTERPOLATED
5906855,2012-03-03,2018-03-16,-10.167,85.837,I,SOLO-II,INCOIS (India),560,1866.39,4.424,34.466,1866.4,103.78,1025.688,0.0,8.016,20.13,GOOD
5906855,2012-08-16,2017-10-26,2.86,40.708,I,SOLO-II,CSIRO (Australia),595,1274.8,12.72,35.075,1274.8,200.89,1024.516,0.002,8.004,16.65,GOOD
5906855,2012-08-20,2016-12-04,-14.644,58.597,I,PROVOR,AOML (USA),764,1603.65,5.476,34.709,1603.6,142.41,1025.672,0.0,8.007,29.01,GOOD
5906855,2013-04-01,2017-01-22,-37.46,84.772,I,Teledyne Webb Research APEX,INCOIS (India),330,932.75,14.734,34.371,932.8,132.46,1023.55,0.005,7.992,17.04,GOOD
5906855,2013-09-19,2020-07-12,7.369,116.684,I,PROVOR,CSIRO (Australia),600,723.33,15.646,34.065,723.3,201.54,1023.123,0.017,8.158,9.93,BAD
5906855,2013-12-21,2020-06-23,-26.315,43.737,I,PROVOR,CSIRO (Australia),96,216.8,26.348,35.093,216.8,233.54,1021.805,0.432,8.086,4.24,GOOD
5906855,2014-01-04,2021-02-02,-33.571,79.328,I,Teledyne Webb Research APEX,JAMSTEC (Japan),767,1751.87,6.856,35.061,1751.9,188.66,1025.678,0.0,8.059,32.92,GOOD
5906855,2014-07-01,2015-02-17,20.712,56.544,I,NKE Arvor,IFREMER (France),28,1566.32,7.045,34.897,1566.3,125.78,1025.509,0.0,8.163,18.55,GOOD
5906855,2014-08-17,2017-08-12,3.956,73.906,I,Teledyne Webb Research APEX,INCOIS (India),52,336.24,19.21,34.602,336.2,153.18,1022.84,0.202,8.103,3.67,PROBABLY_GOOD
5906855,2014-09-14,2018-09-29,-14.334,35.883,I,PROVOR,AOML (USA),302,1024.52,14.696,34.355,1024.5,163.27,1023.545,0.008,8.066,15.84,GOOD
5906855,2015-01-14,2015-12-31,7.23,47.102,I,NKE Arvor,IFREMER (France),17,974.75,14.776,34.779,974.8,187.84,1023.868,0.004,8.074,14.54,GOOD
5906855,2015-04-16,2017-03-31,-34.73,82.161,I,PROVOR,AOML (USA),649,1250.18,10.541,34.274,1250.2,177.12,1024.311,0.003,8.1,16.59,GOOD
5906855,2015-06-28,2016-05-06,-23.478,66.861,I,SOLO-II,INCOIS (India),146,1892.37,4.04,34.499,1892.4,199.81,1025.791,0.0,8.005,19.21,GOOD
5906855,2015-07-06,2021-07-29,-8.069,51.709,I,Teledyne Webb Research APEX,JAMSTEC (Japan),276,1159.54,14.799,35.305,1159.5,220.0,1024.284,0.002,8.07,15.05,GOOD
5906855,2016-01-23,2021-08-10,-25.39,68.975,I,SOLO-II,AOML (USA),256,1080.43,13.355,34.06,1080.4,193.79,1023.577,0.002,7.98,15.83,GOOD
5906855,2016-02-14,2017-09-23,-26.09,91.591,I,Teledyne Webb Research APEX,CSIRO (Australia),313,100.65,25.274,35.071,100.6,215.92,1022.002,0.874,8.011,1.56,PROBABLY_GOOD
5906855,2016-04-12,2020-03-25,20.832,46.202,I,SOLO-II,JAMSTEC (Japan),677,125.81,22.941,35.398,125.8,169.21,1022.73,0.298,8.047,2.37,GOOD
5906855,2016-04-18,2016-12-17,-34.622,39.434,I,SOLO-II,IFREMER (France),98,374.69,21.963,35.127,374.7,311.84,1022.709,0.043,8.009,6.49,GOOD
5906855,2016-11-14,2021-05-14,-32.203,48.773,I,PROVOR,CSIRO (Australia),537,64.94,24.74,34.959,64.9,202.13,1022.019,0.278,8.086,1.28,GOOD
5906855,2016-12-03,2021-12-21,-19.208,51.168,I,Teledyne Webb Research APEX,JAMSTEC (Japan),292,1486.71,8.71,34.615,1486.7,207.36,1024.95,0.0,8.086,27.44,GOOD
5906855,2018-04-17,2015-09-23,-23.417,105.423,I,NKE Arvor,INCOIS (India),462,1446.66,7.091,34.542,1446.7,250.31,1025.215,0.0,8.206,24.68,BAD
5906855,2018-09-20,2017-08-26,5.485,36.065,I,NKE Arvor,IFREMER (France),431,272.11,21.297,33.901,272.1,183.53,1021.861,0.175,8.069,4.26,INTERPOLATED
5906855,2018-10-20,2016-12-07,20.39,114.901,I,SOLO-II,INCOIS (India),21,1672.16,6.013,34.815,1672.2,154.18,1025.649,0.0,8.097,26.93,GOOD
5906855,2018-11-02,2019-08-04,-20.133,42.524,I,PROVOR,AOML (USA),122,309.57,22.667,34.639,309.6,232.26,1022.178,0.259,8.014,5.49,GOOD
5906855,2019-04-08,2021-03-29,20.985,53.71,I,Teledyne Webb Research APEX,JAMSTEC (Japan),407,602.35,19.362,34.521,602.4,234.61,1022.744,0.065,8.056,8.07,GOOD
5906855,2019-04-16,2018-12-10,-2.146,93.706,I,PROVOR,INCOIS (India),461,497.95,20.944,34.792,498.0,186.14,1022.645,0.11,8.065,5.76,GOOD
5906855,2019-05-01,2015-08-06,-13.269,96.534,I,SOLO-II,AOML (USA),48,744.61,16.657,34.825,744.6,250.39,1023.529,0.034,8.138,11.84,PROBABLY_GOOD
5906855,2019-06-07,2018-07-21,7.205,88.605,I,PROVOR,JAMSTEC (Japan),262,509.33,19.415,34.546,509.3,176.67,1022.754,0.058,8.076,5.81,GOOD
5906855,2019-06-11,2017-09-13,-35.284,35.375,I,NKE Arvor,CSIRO (Australia),758,977.9,15.532,35.445,977.9,217.29,1024.25,0.009,8.046,10.31,BAD
5906855,2019-08-03,2020-02-29,-38.867,68.75,I,NKE Arvor,IFREMER (France),544,814.82,16.833,35.092,814.8,240.62,1023.707,0.017,8.005,13.64,GOOD
5906855,2019-11-13,2019-04-27,18.759,82.478,I,SOLO-II,AOML (USA),104,1973.14,2.249,35.159,1973.1,183.93,1026.677,0.0,8.066,28.65,GOOD
5906855,2020-02-16,2021-06-27,5.985,84.394,I,PROVOR,INCOIS (India),579,111.85,24.219,34.759,111.8,198.27,1021.963,0.259,8.128,2.01,GOOD
5906855,2020-07-02,2019-01-27,-35.337,37.221,I,SOLO-II,JAMSTEC (Japan),143,284.36,23.621,35.004,284.4,221.04,1022.279,0.114,7.958,3.69,INTERPOLATED
5906855,2020-08-26,2021-01-24,0.449,75.353,I,SOLO-II,AOML (USA),263,105.65,21.286,34.442,105.6,165.35,1022.296,0.285,8.155,2.05,GOOD
5906855,2020-09-10,2019-08-16,20.034,34.644,I,NKE Arvor,INCOIS (India),409,1251.68,11.162,35.067,1251.7,147.43,1024.821,0.001,8.063,17.47,BAD
5906855,2020-12-14,2019-03-31,-7.521,117.634,I,Teledyne Webb Research APEX,JAMSTEC (Japan),224,109.02,27.326,34.718,109.0,233.32,1021.309,0.359,7.969,1.54,PROBABLY_GOOD
5906864,2005-03-09,2021-08-18,-33.344,35.812,I,PROVOR,AOML (USA),641,1672.88,7.409,34.391,1672.9,192.27,1025.031,0.0,8.04,19.03,GOOD
5906864,2005-05-18,2018-09-17,-23.34,53.03,I,Teledyne Webb Research APEX,JAMSTEC (Japan),787,1023.88,15.768,34.791,1023.9,159.78,1023.679,0.003,8.13,11.34,GOOD
5906864,2005-08-27,2020-01-26,-12.386,91.864,I,SOLO-II,JAMSTEC (Japan),423,1054.02,13.237,34.683,1054.0,183.76,1024.099,0.003,8.134,11.84,GOOD
5906864,2005-11-29,2020-06-24,7.734,100.827,I,NKE Arvor,CSIRO (Australia),86,1123.19,13.419,35.729,1123.2,200.34,1024.899,0.004,7.995,17.63,GOOD
5906864,2006-01-27,2019-05-15,-20.371,43.382,I,SOLO-II,AOML (USA),56,341.63,21.501,34.974,341.6,117.23,1022.679,0.105,8.039,4.9,BAD
5906864,2006-04-09,2015-11-01,-33.123,88.303,I,Teledyne Webb Research APEX,INCOIS (India),759,395.38,21.801,35.432,395.4,208.64,1022.985,0.05,8.173,4.67,PROBABLY_GOOD
5906864,2006-05-17,2019-11-10,-0.347,108.579,I,NKE Arvor,IFREMER (France),186,637.63,16.873,35.253,637.6,196.34,1023.828,0.057,8.118,10.12,GOOD
5906864,2008-03-30,2019-06-26,-11.832,93.048,I,NKE Arvor,IFREMER (France),579,1186.99,13.448,34.815,1187.0,246.2,1024.162,0.002,8.198,13.55,PROBABLY_GOOD
5906864,2008-10-07,2018-09-19,20.871,45.766,I,NKE Arvor,IFREMER (France),413,420.24,23.713,34.623,420.2,171.24,1021.956,0.18,8.141,4.78,GOOD
5906864,2008-10-09,2019-09-13,-3.239,38.65,I,SOLO-II,INCOIS (India),434,232.66,22.994,34.104,232.7,235.08,1021.684,0.333,8.038,4.46,GOOD
5906864,2008-10-28,2021-04-13,2.652,91.941,I,NKE Arvor,INCOIS (India),505,1940.23,1.86,34.452,1940.2,178.21,1026.19,0.0,8.079,26.31,GOOD
5906864,2009-01-28,2015-04-18,-20.253,100.495,I,Teledyne Webb Research APEX,JAMSTEC (Japan),305,43.96,22.689,35.065,44.0,185.57,1022.514,0.295,8.011,0.52,GOOD
5906864,2009-07-06,2018-07-05,-1.976,72.55,I,Teledyne Webb Research APEX,CSIRO (Australia),27,1605.39,6.879,34.679,1605.4,191.24,1025.367,0.0,8.082,23.02,GOOD
5906864,2009-08-18,2016-10-29,-29.973,48.35,I,PROVOR,AOML (USA),533,1576.07,7.333,34.95,1576.1,263.73,1025.493,0.0,8.141,25.13,GOOD
5906864,2010-04-17,2016-08-30,-7.359,65.333,I,NKE Arvor,AOML (USA),310,594.43,21.088,33.988,594.4,130.42,1021.973,0.014,8.109,7.36,PROBABLY_GOOD
5906864,2010-05-11,2017-07-09,10.672,38.247,I,NKE Arvor,INCOIS (India),372,271.25,24.133,34.981,271.2,199.8,1022.158,0.274,8.023,5.28,GOOD
5906864,2012-01-17,2016-10-25,-6.707,50.176,I,Teledyne Webb Research APEX,INCOIS (India),564,291.26,23.565,35.239,291.3,181.69,1022.478,0.052,7.963,5.52,GOOD
5906864,2013-07-27,2019-01-01,20.87,112.546,I,Teledyne Webb Research APEX,JAMSTEC (Japan),349,1394.86,10.053,34.09,1394.9,178.86,1024.261,0.0,8.069,26.95,GOOD
5906864,2013-10-18,2016-10-18,23.306,118.62,I,Teledyne Webb Research APEX,INCOIS (India),59,1285.61,10.163,34.949,1285.6,203.32,1024.927,0.002,7.88,25.09,GOOD
5906864,2013-11-24,2021-12-06,-17.553,30.392,I,NKE Arvor,AOML (USA),700,1565.49,9.284,35.337,1565.5,224.24,1025.413,0.0,8.049,22.17,GOOD
5906864,2014-06-19,2016-01-10,-5.708,34.912,I,PROVOR,INCOIS (India),723,1874.96,4.686,35.472,1875.0,201.27,1026.44,0.0,8.169,28.56,PROBABLY_GOOD
5906864,2015-04-17,2017-02-06,17.147,60.337,I,NKE Arvor,JAMSTEC (Japan),626,1383.85,10.228,34.599,1383.8,229.41,1024.634,0.001,8.057,15.17,GOOD
5906864,2015-06-13,2020-12-01,-11.729,112.181,I,NKE Arvor,CSIRO (Australia),123,311.7,22.756,35.112,311.7,169.96,1022.538,0.06,7.919,3.28,GOOD
5906864,2015-08-06,2018-05-11,9.717,91.263,I,SOLO-II,CSIRO (Australia),676,486.89,21.637,35.372,486.9,178.06,1022.97,0.123,8.048,6.04,GOOD
5906864,2016-01-26,2021-02-14,-22.234,71.328,I,NKE Arvor,IFREMER (France),752,1684.39,5.925,34.961,1684.4,139.97,1025.784,0.0,8.011,20.33,GOOD
5906864,2017-01-29,2021-04-08,18.971,79.183,I,PROVOR,IFREMER (France),64,418.61,22.179,35.314,418.6,259.32,1022.815,0.139,8.119,8.14,GOOD
5906864,2017-02-25,2021-06-06,8.902,106.714,I,PROVOR,AOML (USA),460,145.04,26.205,34.786,145.0,172.53,1021.588,0.5,7.925,2.09,GOOD
5906864,2017-09-23,2016-12-20,14.004,65.104,I,NKE Arvor,AOML (USA),574,1406.56,9.585,34.958,1406.6,168.11,1025.049,0.001,8.065,19.01,PROBABLY_GOOD
5906864,2017-10-26,2017-03-01,11.815,83.806,I,NKE Arvor,IFREMER (France),645,805.05,17.848,34.551,805.0,204.27,1023.071,0.024,8.004,14.58,GOOD
5906864,2018-05-17,2018-09-13,9.992,93.452,I,PROVOR,CSIRO (Australia),408,1840.08,4.896,34.734,1840.1,224.28,1025.808,0.0,8.134,33.66,GOOD
5906864,2018-11-30,2016-11-19,15.857,79.311,I,NKE Arvor,JAMSTEC (Japan),656,1300.51,11.946,34.973,1300.5,152.32,1024.589,0.001,8.087,13.59,GOOD
5906864,2019-09-22,2019-09-03,-21.867,62.486,I,Teledyne Webb Research APEX,JAMSTEC (Japan),406,180.84,27.515,34.521,180.8,227.47,1021.114,0.566,7.992,3.38,GOOD
5906864,2019-12-17,2021-07-12,-14.302,52.595,I,NKE Arvor,AOML (USA),467,1895.71,3.413,34.711,1895.7,167.87,1026.086,0.0,8.118,36.55,GOOD
5906864,2020-02-28,2021-03-18,-27.876,119.008,I,SOLO-II,IFREMER (France),527,517.11,22.598,35.104,517.1,237.22,1022.564,0.057,8.035,6.69,INTERPOLATED
5906864,2020-05-04,2015-05-19,-7.718,90.763,I,Teledyne Webb Research APEX,JAMSTEC (Japan),123,674.42,17.285,35.621,674.4,158.36,1024.04,0.045,8.144,8.4,GOOD
5906864,2020-08-06,2020-01-03,-22.139,118.352,I,SOLO-II,AOML (USA),132,804.52,17.066,33.98,804.5,209.42,1022.771,0.01,8.097,11.75,GOOD
5906892,2005-05-20,2015-02-08,-16.873,64.099,I,NKE Arvor,AOML (USA),80,102.45,23.597,35.591,102.4,181.71,1022.753,0.354,8.121,1.85,GOOD
5906892,2005-05-27,2019-05-14,-9.734,71.061,I,Teledyne Webb Research APEX,CSIRO (Australia),366,993.03,16.644,34.696,993.0,134.94,1023.428,0.003,8.037,16.59,GOOD
5906892,2005-06-17,2016-03-07,-35.288,87.753,I,NKE Arvor,IFREMER (France),573,246.64,20.288,35.186,246.6,123.36,1023.091,0.335,8.03,4.59,GOOD
5906892,2005-09-09,2018-03-14,-16.504,108.518,I,PROVOR,IFREMER (France),405,801.94,16.354,35.264,801.9,150.28,1023.94,0.016,8.021,11.64,INTERPOLATED
5906892,2005-11-13,2018-01-13,-4.462,66.928,I,Teledyne Webb Research APEX,INCOIS (India),228,701.42,16.873,35.426,701.4,219.7,1023.966,0.023,8.068,10.99,GOOD
5906892,2005-11-27,2021-10-03,-1.47,114.077,I,PROVOR,AOML (USA),390,1545.68,8.211,34.509,1545.7,102.27,1024.965,0.001,7.89,17.83,GOOD
5906892,2006-08-03,2018-08-05,-14.213,49.8,I,SOLO-II,AOML (USA),531,1606.34,6.94,34.71,1606.3,193.36,1025.38,0.0,8.177,19.55,GOOD
5906892,2006-11-15,2016-09-02,-19.397,80.68,I,NKE Arvor,JAMSTEC (Japan),267,306.83,19.83,34.779,306.8,189.88,1022.857,0.079,8.062,4.41,GOOD
5906892,2007-03-24,2016-11-06,-28.247,31.75,I,PROVOR,CSIRO (Australia),114,733.1,18.304,34.657,733.1,112.71,1023.065,0.037,8.062,13.25,GOOD
5906892,2007-06-06,2018-11-27,-1.63,91.978,I,SOLO-II,JAMSTEC (Japan),54,746.71,19.634,35.328,746.7,148.12,1023.336,0.026,7.941,10.42,PROBABLY_GOOD
5906892,2007-08-05,2017-12-02,3.596,36.283,I,Teledyne Webb Research APEX,INCOIS (India),626,302.82,24.601,34.769,302.8,148.05,1021.895,0.28,7.962,4.63,BAD
5906892,2007-09-13,2019-09-15,19.012,109.637,I,Teledyne Webb Research APEX,CSIRO (Australia),693,1596.91,8.468,34.153,1596.9,182.11,1024.629,0.0,7.969,29.82,GOOD
5906892,2007-10-02,2019-07-09,-34.679,117.079,I,Teledyne Webb Research APEX,JAMSTEC (Japan),138,1414.46,8.823,34.547,1414.5,238.65,1024.873,0.001,8.107,19.54,GOOD
5906892,2008-01-26,2020-05-13,-39.15,59.518,I,PROVOR,CSIRO (Australia),733,380.76,20.485,34.169,380.8,223.0,1022.238,0.101,7.992,5.12,GOOD
5906892,2008-04-26,2018-05-28,15.711,64.467,I,NKE Arvor,AOML (USA),416,733.44,17.711,34.709,733.4,165.59,1023.225,0.02,7.99,13.48,GOOD
5906892,2008-05-13,2015-03-13,-29.689,106.372,I,PROVOR,CSIRO (Australia),694,211.61,20.199,35.069,211.6,146.82,1023.015,0.311,8.111,2.82,GOOD
5906892,2008-06-08,2016-07-29,-28.518,105.941,I,SOLO-II,INCOIS (India),313,1256.41,11.802,34.538,1256.4,117.67,1024.27,0.001,7.992,14.74,GOOD
5906892,2008-08-01,2018-02-19,-37.045,79.246,I,Teledyne Webb Research APEX,JAMSTEC (Japan),622,242.74,20.788,34.639,242.7,164.86,1022.554,0.26,7.911,4.23,GOOD
5906892,2008-08-26,2015-09-28,5.549,100.19,I,SOLO-II,JAMSTEC (Japan),466,1971.87,3.4,34.69,1971.9,144.05,1026.072,0.0,7.844,29.02,GOOD
5906892,2008-10-08,2021-08-10,-20.186,79.992,I,PROVOR,IFREMER (France),413,1561.36,7.27,34.856,1561.4,178.55,1025.431,0.0,8.048,27.89,BAD
5906892,2010-07-15,2018-02-14,0.168,52.427,I,SOLO-II,AOML (USA),13,780.48,17.887,35.006,780.5,180.07,1023.427,0.009,8.185,9.12,BAD
5906892,2010-11-12,2020-02-29,14.994,69.117,I,NKE Arvor,JAMSTEC (Japan),21,1157.13,11.782,35.123,1157.1,160.98,1024.742,0.004,8.103,16.41,GOOD
5906892,2011-07-08,2015-08-12,-9.38,48.542,I,PROVOR,IFREMER (France),384,1822.68,4.437,35.702,1822.7,161.81,1026.674,0.0,8.094,33.36,GOOD
5906892,2011-09-05,2018-04-20,15.069,65.956,I,PROVOR,IFREMER (France),649,1108.2,14.34,34.849,1108.2,152.25,1024.011,0.002,7.969,11.29,PROBABLY_GOOD
5906892,2012-05-17,2021-03-01,17.453,69.641,I,SOLO-II,IFREMER (France),608,349.0,20.697,35.094,349.0,159.5,1022.936,0.126,8.18,3.95,GOOD
